Time (s),CO (ppm),Humidity (%r.h.),Temperature (C),Flow rate (mL/min),Heater voltage (V),R1 (MOhm),R2 (MOhm),R3 (MOhm),R4 (MOhm),R5 (MOhm),R6 (MOhm),R7 (MOhm),R8 (MOhm),R9 (MOhm),R10 (MOhm),R11 (MOhm),R12 (MOhm),R13 (MOhm),R14 (MOhm)
2641.8525,0.0,211.24,106.32,959.8416,0.9455,74.6783,78.9137,122.2297,94.5137,173.5406,176.8166,180.1636,206.8112,157.4665,222.2143,228.7482,187.8987,179.7282,247.7071
2661.6335,0.0,211.24,106.32,960.3838,0.255,15.1278,16.9912,27.2254,79.3338,140.0813,103.9223,128.5601,217.4545,164.2996,236.2339,244.5887,204.8855,187.7442,272.3707
2681.4122,0.0,211.2391,106.32,959.9901,3.1298,-33.1435,-43.0535,-45.0915,-5.2378,-19.5696,-30.1175,-26.1756,11.5311,11.5124,12.1261,8.1781,1.511,2.0667,10.3571
2701.164,0.0,211.2509,106.3199,960.3328,1.7847,124.8248,164.2438,178.9491,69.3715,147.2685,156.2229,161.7968,150.7588,102.1528,169.1356,170.1302,160.3766,144.6169,180.569
2720.9394,0.0,211.189,106.3209,960.2325,0.7834,82.5401,89.399,134.0271,97.2741,179.5257,182.6825,187.7527,218.2847,165.6414,237.6538,238.9955,198.7004,191.3968,263.3587
2740.7003,0.0,211.4333,106.3157,960.1086,0.9443,5.6937,4.0529,13.5696,71.9891,128.4305,92.6456,117.0948,173.7176,136.3429,192.7352,203.2323,167.59,155.9233,227.0115
2760.4561,0.0,209.3292,106.3357,959.931,0.2507,9.9051,12.9592,15.8501,42.6574,62.6471,40.0735,54.265,197.5575,149.6505,216.4123,233.937,190.2031,174.1,255.2007
2780.2191,0.0,211.0776,106.1748,960.1948,2.9948,-30.8634,-40.7157,-43.2302,-10.5884,-30.8076,-34.8861,-34.5471,18.6626,16.7982,16.1741,15.8017,5.9738,6.5556,18.5512
2800.0027,0.0,209.317,106.2913,959.9739,1.9468,113.514,150.5906,163.4568,62.7392,137.7513,142.8616,147.5912,136.1824,92.1847,153.155,152.346,147.5193,131.0866,162.9408
2819.7688,0.0,211.1194,106.32,959.6794,0.9386,91.478,100.3447,146.9068,96.8118,180.7549,185.4627,188.5647,211.3742,160.6178,228.1856,227.4105,192.4002,185.6311,252.3663
2839.5375,0.0,209.3312,106.32,959.9734,0.2576,14.1572,15.0235,28.0982,83.6047,148.1738,113.071,137.1185,216.1208,167.7859,238.9264,254.0082,209.3914,192.8245,280.3937
2859.3176,0.0,211.0409,106.32,960.1285,2.8489,-28.2914,-37.6616,-39.3369,1.7009,-8.4633,-21.4672,-15.2144,26.2352,23.8229,26.8757,32.6007,20.3237,20.5432,36.7671
2879.1033,0.0,209.6271,106.32,960.2066,1.9647,104.818,139.2331,149.366,57.4673,126.1865,131.9532,136.3841,126.3225,82.1802,141.1723,142.1207,136.475,119.4929,150.8701
2898.88,0.0,209.2,106.32,960.1496,0.7885,99.4591,111.3916,156.5279,99.5245,185.8364,190.6367,194.0056,225.2566,167.8199,241.6994,244.4285,202.9041,195.885,266.5956
2918.6513,0.0,209.2,106.32,960.1285,0.9198,8.2479,6.2289,18.9041,75.9156,136.6364,104.9496,126.8277,178.2329,138.85,194.3496,206.2197,170.8042,157.5105,228.4039
2938.4418,0.0,209.2,106.32,960.1093,0.3008,7.1237,9.5211,12.2929,44.9398,66.4575,41.002,57.0324,194.5272,149.6384,215.0835,232.9744,190.0054,173.6551,255.007
2958.2302,0.0,209.2,106.32,959.8676,2.6335,-24.6183,-33.6984,-35.2891,-5.4255,-22.168,-27.471,-26.3992,34.5294,27.7728,34.6791,41.7642,27.8624,26.8117,47.1891
2977.9855,0.0,209.2,106.3201,959.2454,2.141,91.1322,124.4684,131.2279,50.1245,112.52,117.1977,121.4271,106.9387,72.8048,125.2617,128.6877,122.9639,107.0714,132.4452
2997.7595,0.0,209.2003,106.3211,960.2278,0.9008,108.4014,123.195,167.4977,98.8513,186.3563,193.8262,195.4907,213.9891,162.4275,234.6761,236.4491,197.1202,189.6977,255.9666
3017.5248,0.0,209.1983,106.3132,960.0668,0.3592,13.4203,13.0797,29.1669,85.4432,151.5252,119.2708,143.4778,214.7503,166.284,235.4956,248.6549,207.9531,191.8776,278.7045
3037.2736,0.0,209.2053,106.3411,960.6537,2.4032,-20.9206,-28.7634,-29.7329,11.618,9.9608,-8.0493,0.6961,54.2128,45.1466,58.7389,65.5776,47.7851,40.596,60.9264
3057.0282,0.0,209.1732,106.2127,960.1516,2.3373,80.5509,108.9989,115.497,44.526,98.3197,104.4245,109.9181,94.4248,62.6874,109.4056,112.2135,111.1154,95.564,118.8835
3076.8042,0.0,209.1543,106.137,960.1781,0.8034,115.9319,132.696,176.9547,101.2329,190.4452,198.1239,198.6092,227.6175,167.5692,243.8315,245.6448,206.4523,198.4287,268.366
3096.5685,0.0,209.1877,106.2707,960.1048,0.8732,11.5847,9.1739,25.7457,79.9942,144.6635,115.4804,136.0664,182.5702,142.7817,200.3104,209.8858,174.4208,161.0067,234.1802
3116.3445,0.0,209.2,106.3201,960.7739,0.4295,4.5171,6.0623,8.773,47.1607,70.4656,41.7445,59.9815,189.5705,146.7824,210.5944,230.0551,187.0492,170.3968,249.3765
3136.1245,0.0,209.2002,106.321,960.3883,2.1592,-17.0521,-23.9654,-25.538,1.3024,-9.9845,-16.8949,-15.975,62.7096,50.7444,67.7126,76.0967,52.0169,44.7847,71.1129
3155.9039,0.0,209.198,106.3119,960.3278,2.517,66.6387,92.7024,98.0563,37.2033,83.0562,87.8007,92.9894,81.017,52.4505,93.6147,96.8037,94.8503,80.7331,98.9909
3175.6739,0.0,209.2078,106.3511,960.2147,0.8807,124.9153,145.1984,187.023,99.9727,192.22,199.4045,202.4304,220.3733,164.4356,242.0071,235.481,200.8391,191.5623,257.8853
3195.4533,0.0,209.1687,106.1947,960.0058,0.4769,14.4317,12.6027,32.4789,86.926,156.0084,126.3627,148.6741,212.0973,163.8925,230.1332,245.0798,204.166,189.0306,273.7901
3215.2367,0.0,209.1832,106.2529,960.1822,2.01,-13.0532,-18.0511,-19.6348,21.0206,26.8294,6.0638,17.4563,85.7296,70.6322,94.6775,89.0726,67.88,63.6245,94.7956
3235.0033,0.0,209.2079,106.3516,960.0963,2.7025,55.3795,74.8381,83.508,31.917,72.6283,76.8691,79.9897,67.3864,41.938,79.5298,82.7683,82.618,69.97,87.6213
3254.7779,0.0,209.1678,106.1912,960.4848,0.8386,129.8588,152.0012,194.6242,102.2419,195.384,204.3545,204.7113,225.5578,167.3811,247.2364,249.0195,208.8637,200.6313,260.281
3274.5659,0.0,209.1915,106.286,959.4476,0.8437,15.4898,12.9269,33.7981,83.1855,152.2159,126.4896,144.9455,186.9829,147.5157,207.1235,214.3133,177.8537,165.6955,237.4256
3294.3352,0.0,209.1708,106.203,960.1125,0.5256,2.9993,3.5639,6.1502,49.614,75.782,44.2079,63.9374,182.6024,142.7179,204.8208,224.167,181.7868,166.7281,245.0394
3314.1158,0.0,209.1828,106.2515,959.8805,1.8473,-9.8625,-14.5107,-15.6088,7.6084,1.0917,-6.7009,-3.9246,93.1811,69.9614,92.8746,101.1661,74.5953,69.511,107.2407
3333.8527,0.0,209.2,106.32,960.1197,2.8778,42.5447,62.2788,65.2456,24.4885,56.751,59.7043,63.3298,56.7706,34.2369,63.4445,64.7735,67.8154,56.6486,68.6165
3353.602,0.0,209.2002,106.3207,959.9552,0.8922,138.839,165.3486,203.39,101.2775,196.4231,204.3512,206.4489,220.3876,164.4629,244.547,244.1682,207.1247,197.9355,261.1238
3373.3712,0.0,209.1984,106.3134,959.4799,0.5791,17.8245,15.1828,39.0615,88.6392,159.6028,133.6873,152.9019,208.0963,161.3162,226.9625,237.1626,198.0472,184.062,265.1019
3393.1501,0.0,209.2071,106.3484,960.5466,1.6663,-6.3556,-9.6954,-9.7186,32.2299,48.1585,22.7476,37.6108,110.1562,85.0697,118.7455,125.6115,98.5587,92.6887,138.2617
3412.9328,0.0,209.1729,106.2116,959.7605,2.854,32.7903,47.289,51.6362,19.8023,46.7678,49.5736,52.3486,45.4416,26.9994,48.4604,52.3684,59.4042,46.9912,57.2466
3432.7264,0.0,209.1853,106.2611,959.9365,0.873,143.6979,170.3149,208.6089,101.9971,198.5281,208.2353,209.521,221.4504,163.4916,240.0664,247.5861,211.7985,201.8474,263.7198
3452.5117,0.0,209.1805,106.242,959.6476,0.8052,20.447,17.863,43.3858,86.3585,157.4397,136.0019,152.2841,198.9701,150.399,212.6022,219.6978,181.5914,169.2988,246.0146
3472.2925,0.0,209.16,106.1599,959.3275,0.6519,2.5424,2.4479,5.2522,52.5675,82.689,48.2936,70.0345,178.7027,139.7821,196.8077,214.5544,176.059,161.3312,237.2572
3492.0679,-0.0008,209.1613,106.1653,959.9496,1.4321,-3.6787,-5.4151,-7.1726,14.5174,12.8044,3.3102,7.5815,112.5359,86.7269,121.653,135.2189,103.4234,95.4462,144.0606
3511.8502,0.0055,209.154,106.1359,960.092,3.0027,20.3274,30.7789,35.8737,13.121,32.1701,33.7194,36.5921,33.0,17.8135,38.5569,40.0462,45.5434,35.7469,43.3894
3531.6269,-0.4573,209.1821,106.2486,960.0413,0.9001,146.6224,180.6304,215.6783,101.0151,197.5955,205.9464,207.4683,220.0829,161.1185,243.2035,242.5926,208.3907,197.1366,256.2625
3551.3784,2.3473,209.1829,106.2517,959.8597,0.6962,23.0324,20.2683,48.5739,89.3033,161.1359,140.9716,157.8194,205.7255,159.4464,223.3208,229.0939,190.0341,181.1574,263.9723
3571.2263,-7.8944,209.1601,106.1605,959.8889,1.2798,-0.7454,-3.0982,-2.1054,42.887,67.3666,38.0951,54.5722,133.767,107.1831,150.4354,157.4521,127.1555,111.6508,162.2122
3591.2586,63.8191,209.1656,106.1645,960.3853,3.1372,14.105,24.808,27.2771,11.5448,28.2144,29.0087,31.1753,28.289,15.8578,29.7568,36.2325,42.3504,29.8958,36.4788
3611.0479,80.0,209.1054,106.1382,959.4154,0.9562,151.4853,183.154,216.584,101.3488,199.8231,210.4437,211.6573,222.8269,158.4668,239.9583,243.5565,210.1619,199.8809,258.2204
3630.8307,80.0,209.4044,106.2403,960.0255,0.7906,25.6665,23.0128,52.5099,90.0351,160.5756,144.5785,158.9184,198.5572,153.5925,215.9869,222.3377,186.1295,173.8832,248.7596
3650.6123,80.0,208.3683,106.2582,960.1272,0.7242,2.3315,2.1899,5.3397,56.4083,89.8258,53.9787,76.5406,176.7737,136.8759,196.7862,212.6723,174.4343,160.286,234.6372
3670.3863,80.0,207.3429,106.1611,959.5513,1.1641,1.5588,0.0809,-0.4341,19.5579,21.909,10.4584,16.2347,138.5201,104.4797,144.1203,152.8364,118.1852,108.0007,163.0946
3690.1633,80.0,206.3739,106.1632,959.6802,3.2726,3.0673,11.1473,12.1372,5.081,13.0163,14.9614,16.2597,17.5271,9.4574,19.4059,21.5914,25.6377,17.4532,22.9916
3709.9449,80.0,205.3346,106.142,959.9666,0.9924,155.6794,191.8902,220.4897,102.9161,197.1074,207.0491,208.8155,210.808,157.0915,235.1588,226.4978,196.4811,177.1399,246.7966
3729.7092,80.0,204.4504,106.2275,959.9021,0.7647,28.6062,25.8798,57.6926,92.9849,163.0392,144.2201,160.6413,195.1211,156.3679,214.387,214.6033,181.5767,158.6332,242.3202
3749.4808,80.0,203.0644,106.2671,959.6032,1.0172,5.4661,4.5495,5.7992,49.582,77.006,45.8907,65.3594,142.0678,113.779,156.7266,164.2128,135.6886,116.0364,179.0468
3769.2499,80.0,203.1838,106.1623,959.9389,3.2128,-5.5435,-1.2983,1.3081,1.5406,5.9154,5.3189,7.7306,8.1115,4.5317,8.3906,9.0276,11.9916,7.4568,12.4989
3789.0124,80.0,202.6117,106.16,959.4626,1.0131,157.6673,193.1218,223.6917,101.9977,201.731,206.8586,208.9649,184.3551,142.8667,198.8948,178.9285,158.5331,130.2974,204.9221
3808.7608,80.0,200.4705,106.1601,960.343,0.7847,33.2392,30.7537,63.0672,93.8022,162.7875,143.0027,158.8778,175.3409,142.3475,184.6047,180.821,154.614,128.747,202.8069
3828.5338,80.0,198.9994,106.1614,959.9286,0.8024,2.0739,1.6857,4.9196,51.9969,72.8434,43.5469,61.7545,142.0913,116.6607,153.9659,161.7552,134.4159,108.4228,172.9675
3848.3063,80.0,198.9396,106.1477,960.1373,0.8442,7.2361,7.0721,6.974,18.4517,19.7945,14.1849,16.5413,116.3086,93.9434,126.0004,135.1864,107.6251,84.9724,138.7919
3868.0869,80.0,199.1055,106.2099,960.3004,3.2828,-15.1162,-13.0443,-13.0606,-4.9149,-9.4481,-9.1678,-7.0025,-0.7506,-1.1049,-2.1781,0.3335,0.9337,0.5621,1.2396
3887.8585,80.0,198.5214,106.2684,959.8269,1.0645,156.2827,191.0957,221.6725,102.8335,195.2442,204.1481,205.6936,137.0646,116.131,135.4863,125.0929,116.4797,90.2577,145.5643
3907.6196,80.0,196.9692,106.2087,960.0579,0.8364,35.7478,33.6155,65.7431,93.9034,157.5283,137.4073,153.9834,146.4359,120.9005,147.3282,147.8693,126.3788,104.1579,160.4005
3927.428,80.0,197.0254,106.2819,959.5664,0.6905,11.4527,12.2215,14.181,48.9827,64.564,44.0428,57.6576,115.9536,97.235,121.765,132.5004,108.6109,82.4538,130.0673
3947.0549,80.0,196.547,106.1651,959.9924,3.3224,-23.8366,-26.2778,-25.2443,-8.1855,-17.6621,-19.6251,-17.7745,-2.4308,-2.1822,-2.3239,0.5449,-0.8744,-0.9223,-2.4271
3966.5651,80.0,194.9562,106.16,959.9968,1.1623,155.9748,197.8508,222.2648,101.1755,191.7442,202.6401,206.1859,101.6519,93.3445,100.5917,92.81,92.8829,69.6397,110.0349
3986.0642,80.0,194.8762,106.16,959.8519,0.784,43.9837,43.8626,77.2653,97.462,159.2336,143.603,159.0122,122.3464,106.7913,125.9589,127.9909,109.6911,90.2289,137.8775
4005.5883,80.0,194.8856,106.1603,959.9099,0.9011,1.9423,1.1651,4.2792,46.9676,55.2723,35.8273,49.6359,97.7287,83.3643,100.1217,116.5329,93.3805,72.7177,114.3125
4025.1032,80.0,194.9146,106.1592,959.637,0.4289,12.2769,15.137,16.0131,18.8365,22.0779,20.6867,22.0128,92.3933,76.4181,89.8836,111.4477,85.0337,62.1254,100.046
4044.6143,80.0,194.746,106.1588,960.008,3.3169,-33.1699,-41.0227,-42.3401,-17.1515,-34.2518,-36.1118,-35.9777,-1.5549,-2.59,-1.1751,2.6926,-1.6883,-1.5825,-2.5542
4064.1173,80.0,192.9724,106.1678,960.0612,1.3481,144.7625,189.1261,208.6497,93.0017,175.1041,186.2258,190.0666,70.5923,67.0959,65.7952,64.9696,68.0029,50.4606,75.8728
4083.6236,80.0,192.7774,106.3023,959.7523,0.9352,56.5526,59.2832,94.0617,99.6899,161.6791,150.04,163.8394,103.1669,88.1098,101.4023,107.596,92.7612,75.9464,112.5865
4103.1382,80.0,190.9547,106.1758,960.3279,0.298,13.9697,16.6067,21.7963,55.5682,69.5081,53.1405,67.0141,100.1071,84.1579,95.7055,116.481,93.0785,71.5573,108.8416
4122.6612,80.0,190.76,106.3045,959.9171,3.26,-33.9386,-44.1323,-46.3072,-15.3344,-34.9975,-38.0641,-38.1423,6.5596,3.8622,5.7168,8.2745,2.8882,2.4418,4.3186
4142.1681,80.0,190.7593,106.1786,960.0212,1.6278,130.9395,173.8519,190.5872,82.9403,157.8825,167.337,172.0161,51.8433,50.3249,46.7983,48.2691,52.0713,38.8141,57.0703
4161.6715,80.0,190.7707,106.16,959.7647,0.7842,71.327,78.1487,114.4804,104.8034,172.5515,164.1758,176.9376,97.7583,82.2481,93.3309,100.661,88.6327,71.4926,104.4653
4181.1876,80.0,190.7157,106.16,960.0732,0.9426,4.132,3.12,7.9893,52.0251,61.3569,43.4902,57.69,79.5451,65.5154,75.2397,96.3066,74.4021,58.8226,86.5088
4200.7038,80.0,190.9122,106.16,960.2326,0.2526,8.6902,11.5539,13.2041,18.0447,19.7266,18.4341,20.5449,77.1755,62.9287,68.2425,95.5051,71.0411,51.9415,80.8232
4220.212,80.0,189.0363,106.16,960.2756,2.9509,-29.4089,-39.241,-41.5898,-16.7257,-34.3747,-36.0139,-37.728,11.684,7.429,9.2194,13.9203,6.3464,4.3138,7.9214
4239.7074,80.0,188.693,106.16,959.5132,1.9501,107.2482,143.8896,154.9422,67.4418,128.712,135.8459,141.6548,33.7054,34.6208,29.8201,32.2821,36.1976,27.2861,38.3981
4259.2253,80.0,188.6053,106.16,959.7099,0.9191,89.0036,101.718,138.7873,108.7641,181.6213,176.0146,186.8618,84.9766,71.3014,79.3159,86.2109,78.7338,62.3239,89.8743
4278.7468,80.0,188.927,106.16,959.9073,0.3089,10.5515,11.4132,19.6651,61.0616,75.8587,58.5305,74.2513,87.0624,70.9902,79.8584,105.3337,80.4791,63.647,92.0154
4298.2542,80.0,187.0903,106.16,960.819,2.6162,-22.5765,-31.3263,-33.3088,-6.7783,-22.1502,-25.7679,-25.2672,20.7942,15.0568,18.6735,28.7057,18.4275,13.5445,21.1309
4317.7717,80.0,186.6,106.16,960.0809,2.2358,84.4223,116.1469,124.551,53.7785,101.5141,109.0642,111.9015,22.7943,24.4408,19.821,21.6389,25.4976,19.59,26.6196
4337.2954,80.0,186.6,106.16,959.7088,0.7998,102.5547,122.3293,158.1994,112.5384,190.3886,188.9997,197.5855,82.1359,68.4951,74.5204,83.076,77.4039,60.5387,86.2758
4356.7943,80.0,186.6,106.16,959.9231,0.8707,8.5938,7.4282,16.5352,62.6646,78.529,59.9244,76.3329,73.5341,58.7979,66.5391,87.849,67.442,54.5378,76.7403
4376.3015,80.0,186.6,106.16,959.937,0.4406,3.1124,4.2043,5.4305,16.9617,14.9678,12.6228,15.227,65.9869,52.5859,55.4309,84.7494,60.8835,45.0219,67.8303
4395.8113,80.0,186.6,106.16,959.7776,2.1293,-14.3646,-20.4185,-22.0619,-7.5037,-17.8312,-18.9313,-20.4516,24.6295,18.1441,19.4571,32.0891,20.7635,14.5752,23.3075
4415.3293,80.0,186.6006,106.16,959.5713,2.6141,56.6473,79.8266,84.6576,36.1047,69.916,74.4679,79.4156,11.5287,14.4156,10.2505,11.6211,14.6891,11.6629,15.1452
4434.8423,80.0,186.6105,106.16,959.5256,0.8567,120.7709,148.0857,181.7978,115.3764,197.648,199.7879,206.1218,73.381,62.0948,65.5831,73.9553,70.9386,54.5925,77.0244
4454.3513,80.0,186.5188,106.16,959.9307,0.5773,11.7519,10.7558,23.2929,69.7114,89.5135,70.9541,88.3874,77.7524,61.2668,68.5068,92.2924,71.5872,57.7902,80.6334
4473.8653,80.0,186.8946,106.16,960.3849,1.6731,-7.5608,-11.4515,-11.6855,8.232,-0.5781,-4.6648,-3.1422,39.4271,30.2309,33.3112,51.6768,33.062,24.4425,36.0557
4493.3771,80.0,185.4889,106.16,960.3944,2.8531,35.0674,51.2923,52.7448,22.9795,45.6362,48.6832,52.0591,6.0806,8.4029,4.9702,6.1333,7.9106,6.6324,8.1042
4512.8847,80.0,184.5222,106.16,959.6308,0.874,134.9579,161.0423,195.6136,115.7178,201.5142,205.1569,210.8687,68.7702,58.5672,61.4185,69.1487,68.6667,52.6251,73.4201
4532.4048,80.0,184.5252,106.16,960.0081,0.7904,16.0539,14.8884,30.7053,75.8133,101.1608,82.3056,100.7761,72.6667,56.577,64.7171,83.6189,65.7189,53.9117,73.5742
4551.9162,80.0,184.4672,106.16,960.0619,0.7153,1.4581,1.4845,2.4647,20.2421,16.852,12.5935,16.5313,59.9525,46.803,50.1964,77.7055,55.8503,42.0059,61.4755
4571.4207,80.0,184.7499,106.16,959.8265,1.216,-0.6267,-2.1753,-3.7807,2.1216,-1.31,-1.6773,-2.4375,38.5464,29.7157,30.3218,49.9107,32.2223,22.8023,34.6971
4590.9366,80.0,183.7112,106.16,959.8035,3.1253,8.8626,17.3016,20.5486,7.7747,16.518,17.5715,20.5586,0.1938,2.3862,0.1372,0.9934,1.2994,1.6717,1.4142
4610.4609,80.0,182.4943,106.16,959.7882,0.9367,144.7313,183.4478,209.8388,114.7253,201.9216,209.0987,213.7786,62.67,54.2972,55.1485,62.1567,63.4475,47.9348,66.5466
4629.9665,80.0,182.48,106.16,960.167,0.7675,21.4728,21.1153,40.7812,82.355,113.0913,94.6586,113.4405,73.3392,56.9861,65.2654,83.3358,66.7826,54.2922,74.1822
4649.4647,80.0,182.48,106.16,959.4161,0.9795,5.9424,5.6438,4.8227,23.4479,21.5428,16.0588,20.4307,53.6748,40.7097,44.1055,67.2049,48.0136,36.4036,52.3988
4668.9726,80.0,182.48,106.16,959.9774,3.347,-9.5176,-6.715,-3.7789,-2.1366,-3.2921,-3.2641,-1.1256,-1.4852,-0.396,-1.5862,-0.7139,-1.1907,-0.2301,-0.9279
4688.4877,80.0,182.48,106.16,959.9983,1.0801,151.2188,192.2535,215.9582,110.4554,200.2298,207.9537,211.2175,57.1857,50.6347,49.7645,56.0003,58.9801,44.6703,61.3001
4707.9925,80.0,182.48,106.16,959.9744,0.7868,30.2159,30.9067,54.2374,89.5894,128.1335,110.41,128.8535,73.3164,56.1898,63.9968,80.4784,66.2512,54.1205,73.367
4727.4928,80.0,182.48,106.16,960.3098,0.838,0.951,0.7401,2.2937,27.9609,24.9955,17.6891,24.3718,58.4153,45.2651,49.1414,75.2462,53.8982,41.6253,59.0508
4746.9925,80.0,182.4799,106.16,959.9467,0.6546,10.3416,11.9849,11.5063,10.2788,13.0886,13.2543,13.1344,48.6811,37.0635,37.121,61.2265,42.6639,30.7257,46.0056
4766.504,80.0,182.4761,106.16,959.9421,3.4242,-26.3842,-30.1909,-29.8845,-13.2246,-25.299,-26.4482,-24.9963,-2.5509,-2.7758,-3.2483,-1.789,-3.7778,-2.3899,-3.3896
4786.013,80.0,182.4835,106.16,959.4182,1.239,150.4221,193.4347,213.8004,103.9806,192.0837,199.8656,202.8171,49.0566,44.928,42.8413,48.3599,52.0594,39.341,53.5168
4805.5023,80.0,182.5317,106.16,960.0487,0.9008,40.8401,43.5996,70.5442,95.302,140.3549,125.2172,142.5132,70.774,55.0343,63.0317,77.1693,65.4704,53.3503,72.3384
4825.0517,80.0,182.2897,106.16,960.5174,0.4293,13.4663,15.5814,17.9779,39.7877,44.6865,35.6231,43.5368,64.6851,50.1375,54.114,80.7468,58.6167,44.7169,62.5501
4844.7907,80.0,180.5354,106.16,959.8335,3.3185,-32.3846,-38.6863,-39.6923,-16.2412,-33.2251,-33.61,-32.3421,-0.0231,-0.9547,-0.4414,2.9979,-1.2225,-1.277,-1.7262
4864.5675,80.0,180.4,106.16,960.2486,1.3641,147.5486,187.0821,209.0945,100.1966,186.1588,188.4729,189.9615,44.7519,41.1302,38.7022,43.6288,47.5078,36.2449,48.6629
4884.3307,80.0,180.4,106.16,959.8058,0.7819,50.6386,54.6296,83.7728,100.2196,152.256,136.7517,152.0451,75.2055,56.3202,63.8444,78.2475,66.7052,54.3025,73.2022
4904.1047,80.0,180.3968,106.16,959.6953,0.9285,1.6989,1.2037,3.613,36.0987,35.7234,25.3825,34.6394,60.3514,44.8956,49.4234,74.2446,53.7125,42.5532,58.9926
4923.8857,80.0,180.4077,106.16,960.4376,0.3319,11.9384,14.9361,16.0214,14.1366,18.4322,18.0354,18.5313,53.8076,41.1533,41.2657,68.6916,46.7525,33.9644,50.2043
4943.6692,80.0,180.4146,106.16,960.241,3.2673,-34.0066,-42.2291,-44.6041,-19.8237,-38.5226,-39.0623,-38.399,-0.3352,-1.5072,-1.2068,2.5549,-2.7747,-2.1905,-2.5196
4963.4359,80.0,180.3443,106.16,960.1347,1.4705,139.5393,180.7387,201.2745,95.2002,177.8049,180.8542,182.5287,40.5504,38.1112,35.2475,39.6306,43.3286,33.2466,44.3791
4983.2123,80.0,178.5164,106.16,959.5506,0.9329,56.3911,61.7967,92.427,102.1015,155.8603,140.4215,156.8524,71.9329,54.1912,62.0595,74.5263,64.641,52.2914,70.7344
5002.9764,80.0,178.32,106.16,960.2897,0.305,13.7256,16.3518,20.2526,46.4504,53.2686,42.9203,53.0525,69.2246,52.6113,56.615,83.3623,60.8969,47.7661,66.5398
5022.7427,80.0,178.32,106.16,959.7845,3.2801,-34.2483,-43.2044,-44.799,-18.0981,-37.1933,-39.4711,-38.521,4.1736,1.631,1.8711,5.8047,0.4901,0.4693,1.2924
5042.4847,80.0,178.32,106.16,959.8907,1.6267,133.6308,173.1255,187.8018,89.6564,163.8981,172.6663,173.1693,37.139,35.2368,32.1417,35.7367,40.2184,30.9322,41.0848
5062.2263,80.0,178.32,106.16,959.7598,0.7832,64.9653,72.4358,104.6124,106.5593,166.0387,153.3993,166.853,75.0531,56.2529,63.5168,76.2648,66.8814,53.8849,72.6501
5082.0193,80.0,178.32,106.16,959.8608,0.9477,3.0348,2.3658,5.8502,42.44,44.6229,32.3162,43.3602,60.4878,45.0326,50.3686,72.738,53.4596,42.8845,58.7844
5101.6142,80.0,178.32,106.16,959.9962,0.2422,9.5648,13.0544,14.4553,14.964,17.8546,17.6289,18.7527,54.7942,42.5086,42.9232,71.0927,49.1642,35.8666,52.8494
5121.1336,80.0,178.32,106.16,959.6183,3.0378,-31.4008,-42.5243,-44.521,-19.7553,-37.8417,-39.473,-39.9499,4.5605,1.8011,2.6089,8.4799,1.1637,0.1787,1.4086
5140.6502,80.0,178.32,106.16,959.8351,1.7714,115.476,157.8117,168.9588,78.8126,144.3698,151.857,153.5297,29.5058,29.7171,26.1286,29.3321,33.2955,25.9385,33.7313
5160.1713,80.0,178.32,106.16,960.0489,0.9353,79.7351,92.3497,126.0695,110.6153,174.7624,166.2428,176.45,69.6654,54.1856,60.7858,70.5325,64.4112,51.267,69.7188
5179.6983,80.0,178.32,106.16,959.7725,0.2732,10.6517,12.6623,19.1751,55.3635,64.2857,50.5296,64.0281,70.5778,54.1928,59.9143,86.1166,63.7134,50.7936,70.1334
5199.2124,80.0,178.32,106.16,960.0714,2.8181,-25.882,-35.9083,-37.5033,-11.9946,-29.214,-31.7349,-31.5203,14.0415,8.06,9.834,18.1534,9.7879,7.1258,11.2142
5218.7222,80.0,178.32,106.16,959.9379,2.1498,95.4102,131.8066,139.4815,64.2005,119.5756,126.1494,128.3028,22.3185,23.5239,19.7878,21.9891,25.9105,20.5245,26.2435
5238.228,80.0,178.32,106.16,960.273,0.7931,95.6919,114.127,149.3466,116.2933,188.1578,184.0502,193.3658,71.7691,56.5388,62.3479,72.2,67.3612,53.2762,72.1964
5257.735,80.0,178.3204,106.16,960.086,0.8972,7.0215,6.1667,13.6372,57.9531,67.6941,51.5018,66.1614,63.0793,47.4051,53.9448,74.2816,55.7228,45.5246,61.7712
5277.2345,80.0,178.3286,106.16,959.9007,0.3601,4.5207,6.3611,7.7058,15.5235,14.9485,13.2476,15.4388,55.8596,42.8134,44.3219,72.4221,50.3479,37.504,54.7402
5296.8985,80.0,178.2488,106.16,959.5883,2.3983,-20.0524,-27.2759,-29.4366,-11.7571,-25.4197,-25.3514,-26.5467,15.8663,10.5535,11.4699,21.8887,12.3847,8.4147,13.7909
5316.7069,80.0,178.594,106.16,959.7302,2.3309,75.346,101.8705,109.0199,48.5162,94.2194,94.9776,98.4093,15.8632,17.3039,13.8035,15.2805,18.8099,15.1537,18.8574
